station	year	month	day	precipitation	min_temp	max_temp	avg_temp	max_wind	min_wind	max_sky	avg_sky	min_vis	max_vis	avg_vis	min_dew	max_dew	avg_dew	min_pres	max_pres	avg_pres	weekday
d	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d
Adelaide	1980	10	25	0.0	17.0	21.0	19.0	9.8	9000.0	22000.0	15500.0	40000.0	50000.0	45000.0	1.0	5.0	3.0	1009.4	1014.8	1012.1	Sat
Adelaide	1980	11	01	1.8	9.0	17.0	12.0	7.7	750.0	22000.0	5750.0	30000.0	40000.0	38000.0	7.0	10.0	8.2	1015.9	1018.1	1016.8	Sat
Adelaide	1980	11	22	0.0	15.0	23.0	17.8	8.2	22000.0	22000.0	22000.0	30000.0	50000.0	40000.0	3.0	11.0	7.8	1023.6	1025.6	1024.8	Sat
Adelaide	1980	12	06	0.0	15.0	25.0	20.8	6.7	22000.0	22000.0	22000.0	40000.0	50000.0	42500.0	7.0	12.0	10.8	1021.2	1022.7	1022.0	Sat
Adelaide	1980	12	13	9.0	14.0	18.0	15.5	12.4	900.0	22000.0	11600.0	10000.0	40000.0	32500.0	7.0	13.0	9.8	1007.5	1012.9	1010.0	Sat
Adelaide	1980	12	20	0.0	25.0	35.0	30.2	8.2	22000.0	22000.0	22000.0	40000.0	60000.0	47500.0	0.0	3.0	1.5	1011.2	1012.9	1012.0	Sat
Adelaide	1980	12	27	0.0	20.0	25.0	23.0	4.1	3600.0	22000.0	15866.7	40000.0	40000.0	40000.0	9.0	13.0	11.7	1004.0	1007.4	1006.0	Sat
Adelaide	1981	01	03	0.0	14.0	26.0	19.5	11.8	3600.0	22000.0	14150.0	30000.0	40000.0	35000.0	9.0	15.0	10.5	1014.9	1021.2	1018.2	Sat
Adelaide	1981	01	10	0.0	16.0	25.0	19.0	8.2	22000.0	22000.0	22000.0	30000.0	40000.0	36250.0	9.0	12.0	10.5	1017.3	1020.3	1018.9	Sat
Adelaide	1981	01	17	0.0	21.0	33.0	26.8	5.7	420.0	22000.0	16605.0	30000.0	40000.0	32500.0	14.0	21.0	17.5	1005.6	1010.0	1007.4	Sat
Adelaide	1981	01	24	0.0	21.0	32.0	27.5	3.1	22000.0	22000.0	22000.0	40000.0	50000.0	45000.0	10.0	13.0	11.5	1011.9	1014.4	1012.8	Sat
Adelaide	1981	01	31	0.0	23.0	32.0	25.8	7.2	22000.0	22000.0	22000.0	40000.0	65000.0	46250.0	10.0	15.0	12.2	1013.4	1015.3	1014.4	Sat
Adelaide	1981	02	07	0.0	20.0	26.0	22.5	3.1	3600.0	22000.0	17400.0	30000.0	40000.0	37500.0	14.0	14.0	14.0	1003.8	1008.4	1005.8	Sat
Adelaide	1981	02	21	0.0	15.0	23.0	18.0	8.2	420.0	22000.0	16605.0	40000.0	40000.0	40000.0	8.0	12.0	9.5	1012.0	1013.4	1012.5	Sat
Adelaide	1981	02	28	17.0	17.0	19.0	17.8	12.3	420.0	1200.0	615.0	15000.0	30000.0	25000.0	8.0	17.0	12.8	1001.3	1009.6	1005.4	Sat
Adelaide	1981	03	07	0.0	18.0	30.0	21.5	7.2	420.0	22000.0	6730.0	20000.0	40000.0	32500.0	9.0	15.0	12.5	1009.2	1013.0	1011.5	Sat
Adelaide	1981	03	14	0.0	15.0	18.0	16.0	7.7	1200.0	1200.0	1200.0	40000.0	40000.0	40000.0	9.0	12.0	10.2	1024.9	1028.4	1026.4	Sat
Adelaide	1981	03	21	0.0	11.0	17.0	13.8	3.0	1500.0	22000.0	8500.0	30000.0	40000.0	35000.0	5.0	9.0	7.0	1020.2	1022.3	1021.5	Sat
Adelaide	1981	04	04	0.0	20.0	30.0	24.5	4.6	3600.0	22000.0	17400.0	30000.0	50000.0	40000.0	13.0	15.0	13.5	1010.0	1012.4	1011.4	Sat
Adelaide	1981	04	11	0.6	19.0	31.0	24.8	6.6	210.0	22000.0	11952.5	15000.0	50000.0	36250.0	3.0	18.0	10.0	1012.7	1017.1	1014.0	Sat
Adelaide	1981	04	18	0.0	11.0	17.0	13.7	1.0	9000.0	22000.0	17666.7	40000.0	40000.0	40000.0	8.0	10.0	9.0	1023.2	1026.3	1024.4	Sat
Adelaide	1981	04	25	0.0	12.0	18.0	15.0	5.1	9000.0	22000.0	15500.0	30000.0	40000.0	35000.0	3.0	7.0	4.5	1021.3	1023.9	1022.7	Sat
Adelaide	1981	05	02	0.0	11.0	22.0	16.5	4.1	750.0	22000.0	6775.0	30000.0	40000.0	37500.0	8.0	12.0	10.8	1019.6	1025.9	1022.9	Sat
Adelaide	1981	05	23	1.0	12.0	14.0	13.0	4.1	420.0	750.0	530.0	25000.0	30000.0	28333.3	10.0	11.0	10.7	1009.7	1010.7	1010.3	Sat
Adelaide	1981	05	30	10.0	13.0	17.0	15.2	8.2	420.0	22000.0	7405.0	8000.0	40000.0	28250.0	7.0	11.0	9.5	992.2	1002.7	996.6	Sat
Adelaide	1981	06	06	0.2	9.0	15.0	11.8	7.2	210.0	22000.0	5845.0	24000.0	40000.0	31000.0	7.0	9.0	8.0	1014.0	1015.6	1014.9	Sat
Adelaide	1981	06	13	402.0	13.0	15.0	14.3	26.2	750.0	3600.0	2650.0	25000.0	35000.0	28333.3	9.0	11.0	10.0	1009.4	1012.6	1010.7	Sat
Adelaide	1981	06	20	0.0	10.0	15.0	11.8	9.2	1200.0	9000.0	4350.0	35000.0	40000.0	37500.0	4.0	6.0	5.0	1008.5	1019.8	1015.0	Sat
Adelaide	1981	06	27	0.0	10.0	16.0	12.0	7.2	1200.0	22000.0	16800.0	30000.0	30000.0	30000.0	6.0	11.0	8.5	1011.7	1013.9	1013.3	Sat
Adelaide	1981	07	04	?	9.0	13.0	10.8	9.2	420.0	22000.0	11210.0	15000.0	30000.0	26250.0	6.0	8.0	6.5	1016.0	1023.1	1020.0	Sat
Adelaide	1981	07	11	3.0	8.0	12.0	9.5	6.1	210.0	22000.0	11202.5	15000.0	30000.0	23750.0	7.0	8.0	7.5	1018.6	1020.3	1019.4	Sat
Adelaide	1981	07	18	0.0	12.0	20.0	14.8	4.1	22000.0	22000.0	22000.0	40000.0	50000.0	45000.0	3.0	8.0	5.2	1018.8	1021.0	1020.1	Sat
Adelaide	1981	07	25	1.0	10.0	20.0	14.2	11.3	420.0	22000.0	16605.0	35000.0	40000.0	38750.0	4.0	9.0	6.2	1010.0	1013.8	1011.7	Sat
Adelaide	1981	08	01	11.0	11.0	15.0	12.2	8.7	120.0	3600.0	1882.5	6000.0	40000.0	21000.0	7.0	11.0	9.2	1010.7	1014.0	1012.7	Sat
Adelaide	1981	08	08	5.0	10.0	11.0	10.7	11.3	120.0	3600.0	1380.0	15000.0	30000.0	23333.3	6.0	10.0	8.0	1003.5	1010.8	1007.7	Sat
Adelaide	1981	08	15	0.0	12.0	17.0	13.8	10.2	1200.0	22000.0	12200.0	30000.0	40000.0	35000.0	5.0	9.0	7.0	1006.8	1010.5	1008.0	Sat
Adelaide	1981	08	22	2.0	6.0	14.0	9.8	5.1	3600.0	22000.0	17400.0	30000.0	30000.0	30000.0	4.0	8.0	6.5	1021.1	1027.0	1024.3	Sat
Adelaide	1981	08	29	7.0	9.0	13.0	10.8	9.2	3600.0	22000.0	17400.0	30000.0	40000.0	35000.0	2.0	5.0	4.0	1014.0	1019.0	1016.4	Sat
Adelaide	1981	09	05	0.0	10.0	17.0	13.2	5.6	9000.0	22000.0	17125.0	30000.0	40000.0	36250.0	4.0	9.0	6.8	1025.9	1030.5	1027.5	Sat
Adelaide	1981	09	12	0.0	14.0	14.0	14.0	3.6	750.0	1200.0	1050.0	35000.0	40000.0	38333.3	7.0	9.0	7.8	1027.0	1029.0	1028.0	Sat
Adelaide	1981	09	19	0.4	11.0	18.0	13.4	3.6	3600.0	22000.0	17911.1	30000.0	30000.0	30000.0	8.0	11.0	9.8	1017.1	1019.7	1017.9	Sat
Adelaide	1981	09	26	?	10.0	16.0	12.5	16.4	420.0	3600.0	1320.0	8000.0	40000.0	22750.0	5.0	12.0	7.5	1003.9	1012.4	1007.7	Sat
Adelaide	1981	10	03	3.8	10.0	13.0	11.3	8.2	420.0	22000.0	5685.6	24000.0	40000.0	30888.9	4.0	10.0	7.8	1014.6	1022.9	1019.4	Sat
Adelaide	1981	10	10	?	8.0	11.0	9.5	21.6	210.0	22000.0	10282.0	2300.0	30000.0	24460.0	4.0	4.0	4.0	1020.9	1024.3	1022.9	Sat
Adelaide	1981	10	17	0.0	13.0	18.0	15.5	7.7	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	5.0	10.0	7.0	1014.2	1021.0	1017.8	Sat
Adelaide	1981	10	24	0.0	11.0	20.0	15.8	4.1	22000.0	22000.0	22000.0	40000.0	50000.0	42000.0	8.0	9.0	8.8	1020.0	1022.3	1020.9	Sat
Adelaide	1981	10	31	0.0	14.0	24.0	17.2	4.1	22000.0	22000.0	22000.0	40000.0	50000.0	42500.0	9.0	10.0	9.5	1022.7	1024.0	1023.3	Sat
Adelaide	1981	11	07	?	22.0	25.0	23.2	6.1	3600.0	9000.0	4950.0	40000.0	50000.0	42500.0	3.0	7.0	4.8	1014.3	1018.3	1015.8	Sat
Adelaide	1981	11	21	0.0	25.0	30.0	27.0	10.2	22000.0	22000.0	22000.0	40000.0	50000.0	45000.0	3.0	9.0	5.0	1011.3	1014.1	1012.6	Sat
Adelaide	1981	12	12	8.0	13.0	18.0	15.2	8.2	750.0	22000.0	11487.5	24000.0	40000.0	33500.0	5.0	10.0	7.0	1009.0	1022.2	1015.8	Sat
Adelaide	1981	12	19	0.0	11.0	19.0	15.8	6.1	1500.0	22000.0	16875.0	40000.0	50000.0	45000.0	7.0	8.0	7.2	1017.3	1021.2	1019.0	Sat
Adelaide	1981	12	26	0.0	16.0	22.0	19.8	8.7	9000.0	22000.0	18750.0	30000.0	50000.0	42500.0	11.0	13.0	12.2	1012.2	1014.2	1013.4	Sat
Adelaide	1982	01	02	0.0	15.6	20.0	17.9	7.0	750.0	22000.0	11487.5	40000.0	50000.0	42500.0	10.2	11.1	10.7	1017.5	1018.6	1018.2	Sat
Adelaide	1982	01	09	0.0	23.0	29.6	26.4	3.0	9000.0	22000.0	13333.3	50000.0	60000.0	53333.3	11.0	12.8	11.6	1010.0	1012.8	1011.3	Sat
Adelaide	1982	01	16	0.0	20.6	34.4	26.6	9.0	3600.0	22000.0	17400.0	50000.0	50000.0	50000.0	5.1	9.6	7.5	1012.2	1015.1	1013.0	Sat
Adelaide	1982	01	23	0.0	34.1	41.5	38.6	3.0	3600.0	22000.0	18320.0	40000.0	50000.0	48000.0	13.5	17.5	15.6	998.9	1002.5	1000.9	Sat
Adelaide	1982	01	30	0.0	18.8	21.7	20.1	7.0	1200.0	22000.0	11600.0	40000.0	50000.0	45000.0	9.4	13.0	11.3	1012.9	1015.6	1013.9	Sat
Adelaide	1982	02	06	0.0	23.4	36.4	29.4	4.0	22000.0	22000.0	22000.0	50000.0	50000.0	50000.0	0.1	6.8	3.5	1011.5	1013.0	1012.0	Sat
Adelaide	1982	02	13	?	28.8	34.7	30.9	7.0	3600.0	22000.0	17400.0	40000.0	50000.0	42500.0	13.7	16.1	14.9	1010.1	1011.8	1010.8	Sat
Adelaide	1982	02	20	0.6	17.6	22.5	19.5	12.0	750.0	9000.0	3637.5	30000.0	40000.0	32500.0	8.1	13.4	10.9	1011.9	1021.4	1017.0	Sat
Adelaide	1982	02	27	0.0	15.1	22.6	17.4	6.0	9000.0	22000.0	17666.7	40000.0	40000.0	40000.0	0.4	8.7	5.8	1017.9	1018.8	1018.2	Sat
Adelaide	1982	03	06	1.0	22.7	32.7	25.7	5.0	3600.0	22000.0	14640.0	30000.0	40000.0	38000.0	11.1	20.7	16.5	1010.4	1011.7	1011.3	Sat
Adelaide	1982	03	13	0.0	15.9	26.2	21.8	6.0	22000.0	22000.0	22000.0	50000.0	50000.0	50000.0	11.7	15.8	13.0	1013.9	1015.6	1014.8	Sat
Adelaide	1982	03	20	0.0	23.9	33.2	27.3	5.0	3600.0	22000.0	17400.0	40000.0	45000.0	41250.0	2.6	7.7	5.0	1013.1	1014.0	1013.6	Sat
Adelaide	1982	04	03	0.0	13.0	15.7	14.3	4.1	1200.0	1500.0	1400.0	30000.0	40000.0	36666.7	6.2	7.5	6.7	1023.1	1024.4	1023.7	Sat
Adelaide	1982	04	17	0.0	9.0	18.0	14.0	6.0	1500.0	22000.0	7150.0	30000.0	40000.0	32500.0	4.8	9.0	6.1	1023.5	1025.8	1024.8	Sat
Adelaide	1982	04	24	1011.9	11.6	17.9	15.1	9.0	600.0	1200.0	937.5	20000.0	30000.0	23500.0	7.1	13.4	9.4	1009.3	1011.8	1011.0	Sat
Adelaide	1982	05	01	0.0	12.9	18.0	15.2	6.2	9000.0	22000.0	15500.0	40000.0	50000.0	45000.0	6.9	9.7	8.3	1018.9	1023.3	1021.2	Sat
Adelaide	1982	05	08	0.0	8.4	16.7	11.9	3.6	3600.0	22000.0	17400.0	20000.0	40000.0	30000.0	6.8	10.1	8.6	1020.1	1024.5	1022.3	Sat
Adelaide	1982	05	15	0.0	10.8	18.8	13.7	2.1	22000.0	22000.0	22000.0	30000.0	50000.0	40000.0	5.4	8.4	6.7	1026.9	1028.9	1028.0	Sat
Adelaide	1982	05	22	2.3	10.5	14.3	11.9	4.1	420.0	22000.0	6280.0	15000.0	30000.0	22250.0	7.0	9.7	8.9	1025.9	1028.0	1027.0	Sat
Adelaide	1982	05	29	1.0	12.2	17.2	14.1	7.7	750.0	22000.0	12087.5	2000.0	50000.0	29000.0	8.7	11.9	9.8	1015.4	1018.0	1016.7	Sat
Adelaide	1982	06	05	0.0	1.2	13.7	6.5	2.6	9000.0	22000.0	15500.0	24000.0	40000.0	33500.0	1.0	3.5	2.1	1030.6	1031.6	1031.1	Sat
Adelaide	1982	06	12	0.5	7.8	14.9	10.2	5.1	1200.0	22000.0	16800.0	16000.0	30000.0	24000.0	5.6	7.7	6.5	1020.6	1022.2	1021.4	Sat
Adelaide	1982	06	19	19.0	8.9	10.4	9.6	10.3	420.0	22000.0	5980.0	8000.0	30000.0	23250.0	2.9	9.3	5.7	1009.3	1018.7	1013.6	Sat
Adelaide	1982	06	26	3.0	9.6	13.7	12.0	7.7	600.0	22000.0	13500.0	20000.0	70000.0	34000.0	7.4	10.5	8.6	1020.0	1022.9	1021.2	Sat
Adelaide	1982	07	03	1.5	4.1	10.6	7.2	6.2	1200.0	22000.0	11600.0	25000.0	30000.0	28750.0	2.3	6.2	4.2	1021.7	1024.6	1023.6	Sat
Adelaide	1982	07	17	?	8.8	14.8	11.9	8.2	3600.0	22000.0	14640.0	12000.0	40000.0	31400.0	0.6	6.2	3.9	1006.7	1011.6	1009.4	Sat
Adelaide	1982	07	24	?	8.8	13.7	11.2	5.1	15.0	3600.0	1016.2	100.0	30000.0	12575.0	8.8	10.7	9.7	1026.3	1030.4	1028.3	Sat
Adelaide	1982	08	07	0.0	7.8	18.7	12.8	5.1	22000.0	22000.0	22000.0	15000.0	40000.0	28750.0	0.2	4.9	2.8	1030.9	1032.6	1031.8	Sat
Adelaide	1982	08	21	0.0	4.9	18.1	11.6	7.2	22000.0	22000.0	22000.0	30000.0	40000.0	35000.0	3.6	9.0	6.2	1030.3	1034.9	1032.5	Sat
Adelaide	1982	08	28	0.0	11.2	25.9	17.7	5.7	22000.0	22000.0	22000.0	40000.0	50000.0	45000.0	1.1	4.0	2.0	1017.3	1020.8	1019.0	Sat
Adelaide	1982	09	04	0.0	8.0	14.3	11.2	5.1	22000.0	22000.0	22000.0	30000.0	40000.0	35000.0	1.9	2.0	1.9	1021.5	1021.9	1021.7	Sat
Adelaide	1982	09	11	0.0	6.0	15.0	11.9	3.6	1200.0	22000.0	13680.0	30000.0	40000.0	33000.0	4.1	9.4	6.7	1028.1	1030.8	1029.3	Sat
Adelaide	1982	09	25	0.0	9.8	15.6	12.3	6.2	3600.0	22000.0	17400.0	40000.0	40000.0	40000.0	5.2	6.3	5.7	1013.9	1015.7	1014.8	Sat
Adelaide	1982	10	09	0.0	11.7	15.0	13.1	6.7	750.0	1500.0	1162.5	30000.0	40000.0	37500.0	2.0	5.3	3.6	1030.3	1032.9	1031.7	Sat
Adelaide	1982	10	16	1002.9	10.0	15.6	13.5	11.8	1200.0	22000.0	16800.0	30000.0	40000.0	33750.0	3.9	6.7	4.7	1016.5	1024.5	1020.5	Sat
Adelaide	1982	10	23	0.0	14.0	25.9	19.7	7.2	22000.0	22000.0	22000.0	30000.0	50000.0	40000.0	5.7	8.9	7.3	1020.2	1024.3	1022.0	Sat
Adelaide	1982	10	30	?	11.7	15.8	13.4	10.3	750.0	22000.0	6287.5	24000.0	35000.0	29750.0	3.4	6.3	5.1	1013.6	1021.3	1017.4	Sat
Adelaide	1982	11	06	0.0	15.3	25.8	18.2	7.2	3600.0	22000.0	9550.0	30000.0	40000.0	37000.0	9.0	13.7	11.4	1010.0	1019.0	1014.6	Sat
Adelaide	1982	11	13	0.0	18.0	25.7	22.0	3.1	3600.0	22000.0	9733.3	40000.0	40000.0	40000.0	0.2	8.0	5.3	1012.4	1015.0	1013.4	Sat
Adelaide	1982	11	20	0.0	14.6	27.2	21.4	4.1	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	0.4	5.8	3.0	1020.9	1022.3	1021.6	Sat
Adelaide	1982	11	27	0.0	12.8	21.3	17.4	10.3	22000.0	22000.0	22000.0	40000.0	45000.0	41250.0	3.6	11.3	7.3	1019.2	1020.5	1020.0	Sat
Adelaide	1982	12	04	0.0	9.6	19.7	15.6	6.2	22000.0	22000.0	22000.0	20000.0	40000.0	34000.0	1.5	6.4	4.2	1017.4	1018.2	1017.8	Sat
Adelaide	1982	12	11	0.0	20.0	27.4	24.2	6.2	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	0.6	8.3	4.6	1009.6	1011.9	1010.9	Sat
Adelaide	1982	12	18	0.0	14.2	22.9	17.7	11.3	22000.0	22000.0	22000.0	30000.0	40000.0	35000.0	6.9	8.1	7.5	1022.0	1024.1	1023.2	Sat
Adelaide	1982	12	25	0.0	20.4	30.2	25.8	6.2	9000.0	22000.0	18750.0	40000.0	45000.0	41000.0	3.6	8.0	6.0	1013.4	1014.6	1014.1	Sat
Adelaide	1983	01	01	?	12.8	20.2	15.9	7.2	3600.0	22000.0	17400.0	30000.0	40000.0	35000.0	8.3	11.5	9.2	1010.6	1014.9	1012.5	Sat
Adelaide	1983	01	08	1.0	17.1	22.7	19.5	9.3	600.0	22000.0	11450.0	15000.0	30000.0	25000.0	11.6	15.3	13.6	1000.6	1001.9	1001.4	Sat
Adelaide	1983	01	15	0.0	13.7	20.0	17.4	8.7	750.0	22000.0	11375.0	30000.0	40000.0	35000.0	9.2	11.7	10.2	1019.8	1020.9	1020.4	Sat
Adelaide	1983	01	22	1.0	17.6	34.1	23.4	7.2	3600.0	22000.0	8200.0	20000.0	40000.0	30000.0	6.7	15.1	12.0	1011.3	1019.0	1015.0	Sat
Adelaide	1983	02	05	0.0	24.0	31.8	28.4	4.1	9000.0	22000.0	19400.0	40000.0	40000.0	40000.0	1.6	13.5	6.2	1016.3	1018.7	1017.1	Sat
Adelaide	1983	02	12	0.0	14.3	23.4	18.3	7.2	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	6.2	8.9	7.3	1013.3	1017.1	1014.9	Sat
Adelaide	1983	02	19	0.0	17.3	26.3	20.1	7.7	22000.0	22000.0	22000.0	20000.0	30000.0	26000.0	7.1	11.8	10.5	1017.9	1020.2	1019.0	Sat
Adelaide	1983	02	26	0.0	21.9	37.4	30.7	4.6	3600.0	22000.0	8200.0	30000.0	40000.0	38000.0	2.6	19.0	10.3	1014.4	1015.5	1015.0	Sat
Adelaide	1983	03	12	0.0	18.0	25.1	22.0	5.1	3600.0	22000.0	14150.0	30000.0	30000.0	30000.0	11.8	16.2	13.9	1016.3	1021.2	1018.7	Sat
Adelaide	1983	03	19	0.0	20.0	27.0	22.1	6.2	3600.0	22000.0	10900.0	30000.0	40000.0	35000.0	13.6	14.4	14.1	1011.1	1014.2	1012.6	Sat
Adelaide	1983	03	26	0.0	12.1	23.7	17.1	5.1	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	7.9	12.3	9.7	1026.2	1028.0	1027.0	Sat
Adelaide	1983	04	02	?	17.1	21.0	18.6	5.1	1200.0	22000.0	7600.0	30000.0	50000.0	42500.0	5.7	11.1	7.3	1013.4	1017.0	1015.3	Sat
Adelaide	1983	04	09	1028.2	16.0	17.8	17.1	7.7	1200.0	3600.0	2400.0	20000.0	30000.0	24500.0	13.1	14.3	13.6	1003.6	1012.2	1008.5	Sat
Adelaide	1983	04	16	0.0	5.5	16.1	10.8	2.6	22000.0	22000.0	22000.0	30000.0	50000.0	40000.0	1.2	5.8	3.4	1027.0	1029.9	1028.3	Sat
Adelaide	1983	04	23	1001.4	11.9	16.6	13.3	8.2	420.0	22000.0	11330.0	25000.0	40000.0	31250.0	6.8	9.4	7.7	1007.8	1010.1	1009.2	Sat
Adelaide	1983	04	30	0.0	12.4	19.3	13.9	4.1	3600.0	22000.0	10520.0	25000.0	30000.0	29000.0	6.8	9.8	8.4	1017.4	1019.3	1018.0	Sat
Adelaide	1983	05	07	0.0	12.1	18.5	16.1	5.1	1500.0	22000.0	8333.3	20000.0	40000.0	34166.7	10.5	13.5	12.1	1022.6	1028.0	1024.5	Sat
Adelaide	1983	05	14	14.0	13.8	15.8	14.8	12.9	420.0	9000.0	3120.0	10000.0	30000.0	18333.3	10.3	11.6	11.0	1006.0	1012.8	1008.5	Sat
Adelaide	1983	05	28	9.0	12.0	15.6	13.7	11.3	900.0	22000.0	9400.0	20000.0	30000.0	25000.0	5.6	9.8	7.9	1009.5	1010.9	1009.8	Sat
Adelaide	1983	06	04	0.0	8.0	17.4	11.5	3.1	22000.0	22000.0	22000.0	20000.0	40000.0	35000.0	4.1	6.9	6.0	1025.9	1027.4	1026.8	Sat
Adelaide	1983	06	11	?	6.2	13.8	10.2	6.2	1200.0	22000.0	11600.0	30000.0	40000.0	32500.0	3.4	8.5	6.0	1027.1	1028.3	1027.7	Sat
Adelaide	1983	06	18	0.0	8.4	16.6	11.0	2.6	9000.0	22000.0	18750.0	20000.0	30000.0	27500.0	6.4	8.8	7.7	1022.3	1025.2	1023.8	Sat
Adelaide	1983	06	25	0.0	5.0	13.8	8.0	5.7	9000.0	22000.0	15500.0	25000.0	35000.0	30000.0	1.5	4.8	3.0	1014.8	1019.1	1016.8	Sat
Adelaide	1983	07	02	2.8	9.2	13.7	11.1	7.2	1200.0	22000.0	6475.0	24000.0	40000.0	31000.0	3.8	8.9	5.7	1020.3	1023.5	1022.2	Sat
Adelaide	1983	07	09	0.0	4.3	11.1	6.8	7.2	3600.0	22000.0	17400.0	30000.0	40000.0	37500.0	0.1	2.4	1.3	1021.3	1028.0	1024.4	Sat
Adelaide	1983	07	23	0.0	6.0	14.8	9.6	3.1	22000.0	22000.0	22000.0	30000.0	40000.0	37500.0	4.4	8.7	6.1	1027.9	1030.5	1029.1	Sat
Adelaide	1983	07	30	1015.4	10.0	12.8	11.1	7.7	120.0	3600.0	1344.0	7000.0	30000.0	14800.0	7.0	10.3	8.8	1005.2	1014.0	1010.1	Sat
Adelaide	1983	08	06	0.3	7.2	14.8	10.6	6.7	30.0	22000.0	9532.0	200.0	40000.0	21120.0	3.1	9.4	7.0	1020.2	1024.4	1022.7	Sat
Adelaide	1983	08	13	0.0	11.3	18.2	14.8	7.2	9000.0	22000.0	12250.0	40000.0	45000.0	41250.0	4.0	6.6	5.1	1021.4	1023.3	1022.4	Sat
Adelaide	1983	08	20	0.0	10.0	16.7	13.7	5.7	1200.0	22000.0	13550.0	40000.0	50000.0	42500.0	5.7	9.9	7.3	1016.1	1018.8	1017.4	Sat
Adelaide	1983	08	27	0.0	6.1	12.9	9.8	4.1	1500.0	22000.0	16875.0	30000.0	50000.0	40000.0	5.3	7.6	6.6	1020.3	1021.5	1021.1	Sat
Adelaide	1983	09	03	5.0	9.0	14.9	11.4	8.2	1200.0	22000.0	9333.3	25000.0	30000.0	29166.7	3.2	7.3	6.3	1010.7	1014.7	1012.2	Sat
Adelaide	1983	09	10	2.0	11.8	14.8	13.3	7.2	420.0	1500.0	967.5	25000.0	50000.0	36250.0	6.1	11.0	8.8	1008.1	1014.2	1011.4	Sat
Adelaide	1983	09	24	0.0	7.6	13.5	10.9	6.2	1200.0	22000.0	11675.0	35000.0	40000.0	37500.0	2.2	5.4	4.0	1024.8	1031.0	1027.9	Sat
Adelaide	1983	10	01	0.0	12.8	27.0	18.4	7.7	3600.0	22000.0	18320.0	30000.0	50000.0	35000.0	6.2	10.8	8.8	1008.8	1014.6	1012.4	Sat
Adelaide	1983	10	08	?	17.0	24.2	20.5	5.7	3600.0	22000.0	9550.0	30000.0	45000.0	40000.0	0.4	5.2	3.5	1013.9	1016.3	1014.7	Sat
Adelaide	1983	10	15	0.0	11.3	18.1	13.4	8.7	1200.0	22000.0	6400.0	30000.0	40000.0	33750.0	5.0	9.7	7.1	1015.4	1017.9	1016.9	Sat
Adelaide	1983	10	29	0.0	13.3	18.1	14.9	5.1	750.0	22000.0	7487.5	35000.0	55000.0	43750.0	5.0	8.8	7.0	1017.3	1021.5	1019.1	Sat
Adelaide	1983	11	26	0.0	15.8	22.6	19.0	8.2	22000.0	22000.0	22000.0	30000.0	40000.0	37500.0	12.0	15.7	13.7	1014.6	1016.3	1015.2	Sat
Adelaide	1983	12	03	0.0	11.7	21.4	15.6	5.1	750.0	22000.0	12087.5	30000.0	40000.0	37500.0	5.8	7.4	7.0	1015.0	1016.9	1016.0	Sat
Adelaide	1983	12	10	0.0	16.7	22.1	19.8	6.2	22000.0	22000.0	22000.0	40000.0	50000.0	42500.0	9.4	13.4	11.1	1018.1	1019.6	1019.0	Sat
Adelaide	1983	12	17	0.0	14.3	26.4	22.0	5.1	22000.0	22000.0	22000.0	40000.0	50000.0	45000.0	3.6	11.9	7.5	1016.6	1019.0	1017.8	Sat
Adelaide	1983	12	24	?	19.6	29.5	24.4	3.6	3600.0	22000.0	11533.3	40000.0	45000.0	41250.0	14.4	18.4	16.4	1011.9	1015.0	1013.0	Sat
Adelaide	1984	01	07	2.0	14.9	26.5	19.4	7.7	3600.0	22000.0	17400.0	30000.0	50000.0	38750.0	8.2	11.5	10.0	1013.0	1016.5	1014.1	Sat
Adelaide	1984	01	14	0.3	21.1	30.4	24.2	9.3	1200.0	22000.0	7600.0	30000.0	50000.0	38750.0	14.2	17.0	16.0	997.4	1002.1	999.9	Sat
Adelaide	1984	01	28	0.0	16.8	25.1	21.1	5.1	9000.0	22000.0	15500.0	40000.0	45000.0	41250.0	7.5	15.5	10.1	1008.7	1014.8	1011.5	Sat
Adelaide	1984	02	04	0.0	17.0	28.2	22.9	4.1	22000.0	22000.0	22000.0	30000.0	40000.0	37500.0	12.1	18.0	14.6	1009.8	1011.0	1010.2	Sat
Adelaide	1984	02	11	0.0	20.5	32.2	26.3	5.1	3600.0	22000.0	17400.0	30000.0	50000.0	40000.0	0.8	13.6	7.4	1000.4	1010.1	1005.0	Sat
Adelaide	1984	02	18	0.0	20.9	28.5	26.0	4.6	22000.0	22000.0	22000.0	40000.0	50000.0	42500.0	9.3	14.1	12.4	1009.8	1011.8	1010.8	Sat
Adelaide	1984	02	25	0.0	17.9	24.6	22.5	5.1	22000.0	22000.0	22000.0	40000.0	40000.0	40000.0	6.1	11.2	9.4	1012.8	1015.6	1014.0	Sat
Adelaide	1984	03	03	0.0	13.0	23.6	19.6	5.1	22000.0	22000.0	22000.0	40000.0	50000.0	46250.0	9.7	10.9	10.3	1015.8	1017.5	1016.9	Sat
